data_length : 457         min_support_num : 34 
min_support : 7.50%       min_conf : 77.50% 

index  confidence   rules
 49    1.000        ['foot', 'segregated', 'bicycle']=>['no']
 50    1.000        ['foot', 'no', 'segregated']=>['bicycle']
 51    1.000        ['no', 'segregated', 'bicycle']=>['foot']
 52    1.000        ['segregated', 'bicycle']=>['foot', 'no']
 53    1.000        ['no', 'segregated']=>['foot', 'bicycle']
 54    1.000        ['foot', 'segregated']=>['no', 'bicycle']
 55    1.000        ['segregated']=>['foot', 'no', 'bicycle']
 56    1.000        ['foot', 'designated', 'bicycle']=>['no']
 57    1.000        ['foot', 'designated', 'no']=>['bicycle']
 58    1.000        ['designated', 'bicycle', 'no']=>['foot']
 59    1.000        ['designated', 'bicycle']=>['foot', 'no']
 60    1.000        ['designated', 'no']=>['foot', 'bicycle']
 61    1.000        ['foot', 'designated', 'bicycle']=>['segregated']
 62    1.000        ['foot', 'segregated', 'bicycle']=>['designated']
 63    1.000        ['foot', 'designated', 'segregated']=>['bicycle']
 64    1.000        ['designated', 'segregated', 'bicycle']=>['foot']
 65    1.000        ['designated', 'segregated']=>['foot', 'bicycle']
 66    1.000        ['designated', 'bicycle']=>['foot', 'segregated']
 67    1.000        ['foot', 'segregated']=>['designated', 'bicycle']
 68    1.000        ['segregated', 'bicycle']=>['foot', 'designated']
 69    1.000        ['segregated']=>['foot', 'designated', 'bicycle']
 70    1.000        ['foot', 'no', 'bicycle', 'designated']=>['segregated']
 71    1.000        ['foot', 'no', 'segregated', 'bicycle']=>['designated']
 72    1.000        ['foot', 'designated', 'segregated', 'bicycle']=>['no']
 73    1.000        ['foot', 'no', 'segregated', 'designated']=>['bicycle']
 74    1.000        ['no', 'segregated', 'bicycle', 'designated']=>['foot']
 75    1.000        ['designated', 'segregated', 'bicycle']=>['foot', 'no']
 76    1.000        ['foot', 'no', 'designated']=>['segregated', 'bicycle']
 77    1.000        ['foot', 'designated', 'bicycle']=>['no', 'segregated']
 78    1.000        ['no', 'segregated', 'designated']=>['foot', 'bicycle']
 79    1.000        ['foot', 'segregated', 'bicycle']=>['designated', 'no']
 80    1.000        ['foot', 'designated', 'segregated']=>['no', 'bicycle']
 81    1.000        ['no', 'bicycle', 'designated']=>['foot', 'segregated']
 82    1.000        ['foot', 'no', 'segregated']=>['designated', 'bicycle']
 83    1.000        ['no', 'segregated', 'bicycle']=>['foot', 'designated']
 84    1.000        ['no', 'designated']=>['foot', 'segregated', 'bicycle']
 85    1.000        ['foot', 'segregated']=>['designated', 'bicycle', 'no']
 86    1.000        ['designated', 'bicycle']=>['foot', 'no', 'segregated']
 87    1.000        ['segregated', 'bicycle']=>['foot', 'designated', 'no']
 88    1.000        ['designated', 'segregated']=>['foot', 'no', 'bicycle']
 89    1.000        ['no', 'segregated']=>['foot', 'designated', 'bicycle']
 90    1.000        ['segregated']=>['foot', 'designated', 'bicycle', 'no']
 91    0.983        ['bicycle']=>['no']
 92    0.976        ['foot', 'bicycle']=>['no']
 93    0.973        ['foot', 'designated']=>['segregated']
 94    0.973        ['foot', 'designated']=>['no']
 95    0.973        ['foot', 'designated']=>['bicycle']
 96    0.973        ['foot', 'designated']=>['no', 'segregated']
 97    0.973        ['foot', 'designated']=>['no', 'bicycle']
 98    0.973        ['foot', 'designated']=>['segregated', 'bicycle']
 99    0.973        ['foot', 'designated']=>['no', 'segregated', 'bicycle']
 100   0.911        ['foot', 'no']=>['bicycle']
 101   0.878        ['foot', 'no', 'bicycle']=>['segregated']
 102   0.878        ['foot', 'no', 'bicycle']=>['designated']
 103   0.878        ['foot', 'no', 'bicycle']=>['designated', 'segregated']
 104   0.862        ['source']=>['bing']
 105   0.857        ['foot', 'bicycle']=>['segregated']
 106   0.857        ['foot', 'bicycle']=>['designated']
 107   0.857        ['foot', 'bicycle']=>['no', 'segregated']
 108   0.857        ['foot', 'bicycle']=>['designated', 'no']
 109   0.857        ['foot', 'bicycle']=>['designated', 'segregated']
 110   0.857        ['foot', 'bicycle']=>['no', 'segregated', 'designated']
 111   0.800        ['foot', 'no']=>['segregated']
 112   0.800        ['foot', 'no']=>['designated']
 113   0.800        ['foot', 'no']=>['designated', 'segregated']
 114   0.800        ['foot', 'no']=>['segregated', 'bicycle']
 115   0.800        ['foot', 'no']=>['designated', 'bicycle']
 116   0.800        ['foot', 'no']=>['designated', 'segregated', 'bicycle']
